Lake,BIOCON,AREA,DEPMAX,DEPMN,MAT,GDD,COND,DOC,SEC,TP,AP,AP_Flag,RICH,CBio1,CBio2,CBio3,CBio4,CBio5,CBio6,CBio7,CBio8,CBio9,CBio10,CBio11,CBio12,CBio13,CBio14,CBio15,CBio16,CBio17,CBio18,CBio19,CBio20,CBio21,CBio22,CBio23,CBio24,CBio25,CBio26,CBio27,CBio28,CBio29,CBio30,CPA1,CPA2,CPA3,CPA4,CPA5,CPA6,CPA7,CPA8,CPA9,CPA10,CPA11,CPA12,CPA13,CPA14,CPA15,CPA16,CPA17,CPA18,CPA19,CPA20,CPA21,CPA22,CPA23,CPA24,CPA25,CPA26,CPA27,CPA28,CPA29,CPA30,CPA31,CPA32,CPA33,CPA34,CPA35,CPA36,CPA37,CPA38,CPA39,CPA40,CPA41,CPA42,CPA43,CPA44,CPA45,CPA46,CPA47,CPA48,CPA49,CPA50,CPA51,CPA52,CPA53,CPA54,CPA55,x_Waterbody_Name,x_Waterbody_LID,x_LakeID_Ignasi707,x_LakeID_Ignasi721
25,-0.87,1624,33.70,7.8,2.8,1700,79,11.3,1.5,27.3,4.97,0,15,-0.2444,0.0899,-0.1381,-0.0845,-0.2192,0.0003,-0.2071,-0.0180,0.0364,0.0557,-0.0086,-0.0600,-0.1242,0.3154,-0.1313,0.0591,-0.0382,0.0786,0.0482,0.1757,-0.0621,0.0641,0.2942,0.0586,-0.0411,-0.0987,0.1426,-0.0051,0.0566,-0.0675,-0.1870,-0.1029,0.0045,0.0384,-0.2198,0.1073,0.1362,-0.1856,-0.0983,-0.2221,-0.0906,0.0447,-0.0575,0.0129,-0.0386,-0.0469,-0.0650,-0.0623,0.0714,0.1427,0.1196,0.0023,0.0793,0.0491,0.0419,-0.0052,-0.0505,0.0308,-0.0068,-0.0760,-0.1232,0.0290,-0.0677,0.1039,-0.0266,0.0653,0.1458,-0.0557,0.0699,-0.0429,-0.0398,0.0189,-0.0083,-0.0020,-0.0004,0.0080,0.0152,0.0176,0.0111,-0.0291,0.0051,0.0020,-0.0127,-0.0272,-0.0208,Big Fox L.,15-4131-55595,27,27
26,-1.01,3808,41.00,20.3,2.5,1647,136,7.2,3.5,14.9,2.34,0,16,0.0992,0.1815,0.1303,0.0247,0.1644,0.1458,-0.3241,-0.1701,0.0591,0.2847,-0.2685,-0.3339,-0.1627,-0.2256,-0.1231,0.0261,0.0295,0.0149,-0.0343,-0.0043,0.0023,-0.0194,-0.0012,-0.0181,0.0093,-0.0035,-0.0014,-0.0073,0.0366,0.0050,-0.0261,0.0646,0.0731,-0.1475,-0.1353,0.1779,0.0699,0.0409,0.0743,-0.0076,-0.0206,-0.0693,-0.0555,-0.0307,0.0020,0.0406,0.0318,0.0592,-0.0325,0.3083,0.1362,0.0945,-0.1371,0.1504,0.0082,-0.0528,0.0662,0.0939,-0.0870,-0.0250,-0.2252,0.0613,0.0799,-0.0175,-0.0430,0.0369,-0.0308,0.0199,0.0725,0.0217,0.0822,-0.1347,0.0652,0.0905,0.0469,-0.0115,0.0798,0.0065,0.0053,-0.0237,0.0233,-0.0043,0.0160,0.0044,-0.0170,Big Sandy L.,15-5463-55189,28,28
27,-0.56,11623,37.00,7.4,1.1,1477,52,8.1,3.4,9.0,1.73,0,19,-0.4518,0.2802,0.0451,-0.0923,0.0421,-0.0090,-0.0055,0.0474,-0.0617,-0.0894,0.0726,-0.0170,-0.0398,-0.0436,-0.0046,-0.0085,-0.0751,0.0240,-0.0223,-0.0710,-0.0048,0.0605,-0.0092,0.0055,0.0194,0.0108,0.0097,0.0129,-0.0258,-0.0064,-0.2192,0.1666,0.1296,0.1146,-0.1967,0.0933,-0.0687,0.1130,-0.0609,0.0765,-0.1692,-0.0415,0.0993,-0.0888,0.0106,0.0214,0.0115,0.0212,0.0168,-0.0040,-0.0539,0.1587,0.0282,0.0222,0.0399,0.0299,0.0383,0.1023,0.1112,-0.0775,0.0703,-0.0323,-0.0322,-0.0547,-0.0626,-0.0707,-0.0901,-0.0262,0.0125,-0.0249,0.0068,0.0077,0.0087,-0.0149,-0.0384,0.0115,-0.0418,-0.1345,0.0082,-0.1285,0.0350,0.0244,0.0188,0.0056,0.0034,Birch L.1,15-5452-56951,29,29
28,-1.07,267,6.00,3.5,2.0,1580,106,10.2,1.7,9.9,0.96,0,10,-0.3600,0.0613,-0.2874,-0.0465,-0.0672,0.0302,-0.0952,0.2231,-0.0231,0.2090,0.0024,0.0716,0.0598,-0.0417,0.0162,0.0003,0.0342,0.0067,-0.0215,0.0152,-0.0442,0.0124,-0.0269,-0.0071,-0.0050,-0.0192,-0.0163,-0.0186,0.0074,-0.0145,-0.1887,-0.0121,-0.1887,0.1718,-0.1889,-0.0574,-0.1174,-0.2548,-0.1974,-0.2008,0.0280,-0.0589,0.0454,0.0229,0.0847,-0.0853,0.0092,0.0245,0.0518,0.0018,0.0533,-0.0716,0.0134,0.1309,0.0209,0.0606,0.0503,-0.0177,-0.0056,0.0098,-0.0422,0.0144,-0.0414,-0.0281,-0.0310,-0.0044,-0.0512,0.0252,-0.0367,0.0042,0.0191,-0.0299,0.0031,0.0164,-0.0040,0.0050,-0.0091,-0.0046,0.0052,0.0041,0.0047,-0.0029,-0.0020,-0.0012,0.0007,Birmingham L.,15-5413-55979,30,30
29,-1.00,126,11.30,3.8,1.2,1479,20,13.5,1.3,10.8,0.00,0,8,-0.4600,0.0495,-0.0718,0.0482,-0.0191,-0.0362,-0.1068,-0.0454,-0.0222,0.0711,-0.0062,0.0192,0.0781,-0.0711,0.0622,-0.0201,0.0753,-0.0180,0.0198,0.0222,-0.0366,-0.0058,0.0040,-0.0135,-0.0002,0.0003,-0.0149,-0.0153,0.0034,-0.0136,-0.4361,0.1007,-0.1733,0.0586,0.1304,-0.0717,0.0444,0.0220,0.0147,-0.0086,0.1334,-0.0367,-0.0767,0.0258,0.0556,0.0493,0.0427,0.0253,-0.0397,-0.0315,0.0110,0.0160,-0.0145,0.0227,0.0072,0.0034,-0.0043,-0.0126,0.0037,-0.0081,0.0083,-0.0209,0.0040,0.0061,0.0116,-0.0007,-0.0109,0.0094,-0.0070,-0.0109,0.0111,0.0081,0.0094,-0.0211,0.0075,0.0024,-0.0072,-0.0066,-0.0047,0.0032,-0.0036,-0.0005,0.0007,-0.0005,0.0019,Blair L.,15-4919-56922,31,31
30,-0.85,2487,15.30,4.4,1.8,1536,50,16.0,1.3,15.0,4.04,0,11,-0.4302,0.2044,-0.1403,-0.0027,-0.1258,0.0373,-0.1587,-0.0577,0.0114,0.0862,-0.0010,0.0396,-0.0430,0.1289,-0.0648,0.0197,-0.0181,0.0565,-0.0180,-0.0759,0.0053,-0.0137,-0.1253,-0.0551,0.0087,0.0341,-0.0271,0.0368,-0.0053,0.0352,-0.4309,0.1411,-0.0510,0.0875,-0.0211,0.1532,0.0882,0.0050,-0.1085,-0.0216,-0.0147,0.0774,0.0655,0.0496,-0.0202,0.0213,-0.1269,0.0142,0.0944,-0.0692,-0.0661,0.0513,-0.0292,-0.0247,-0.0641,-0.0012,-0.0440,-0.0093,0.0451,-0.0103,0.0029,-0.0089,0.0225,0.0039,0.0339,0.0048,-0.0678,0.0199,-0.0541,0.0028,0.0353,0.0035,0.0109,-0.0114,0.0061,-0.0085,-0.0175,-0.0117,0.0086,0.0252,-0.0084,0.0044,-0.0018,-0.0025,0.0081,Bluffy L.,15-5035-56302,32,32
31,-0.79,474,17.00,6.9,1.7,1550,65,11.8,1.3,13.0,4.27,0,10,-0.4592,0.2237,0.1411,-0.0553,-0.0340,-0.2462,0.0649,-0.0655,-0.0219,-0.0913,0.0195,-0.0494,0.0447,-0.0604,0.0138,0.0170,0.1355,-0.0226,0.0416,0.0691,-0.0339,0.0130,0.0770,0.0137,0.0162,-0.0033,-0.0055,-0.0077,-0.0011,-0.0033,-0.3830,0.1036,-0.1713,0.0811,0.1150,-0.0323,0.0799,0.0125,-0.0151,-0.0211,0.1139,-0.0298,-0.0541,0.0342,0.0471,0.0355,0.0090,0.0257,-0.0224,-0.0214,-0.0239,0.0025,0.0142,-0.0083,-0.0052,-0.0036,-0.0027,-0.0268,0.0208,-0.0193,-0.0369,-0.0181,-0.0172,0.0173,-0.0310,0.0168,0.1577,-0.0870,0.1436,-0.0510,-0.0934,0.0530,-0.0032,0.0018,0.0004,0.0770,0.0423,0.0633,-0.2292,-0.0735,-0.0119,-0.0165,-0.0140,-0.0248,-0.0228,Bury L.,15-6143-55885,33,33
32,-0.67,1698,19.80,6.8,2.9,1699,40,7.0,4.0,10.2,10.29,0,12,-0.4057,0.2456,0.0908,-0.2164,0.0891,-0.1292,0.1342,0.1619,0.2184,0.0156,-0.0351,-0.0276,-0.0156,-0.0686,-0.0801,0.0408,0.0677,-0.0054,-0.0410,-0.0240,0.0860,0.0005,-0.0166,0.0202,0.0033,0.0028,-0.0216,-0.0221,-0.0105,-0.0088,-0.2441,-0.0473,0.0986,0.1821,-0.0173,0.0540,0.1595,-0.1535,-0.0554,0.0500,-0.0412,-0.1436,-0.1475,0.1394,0.1691,0.0010,-0.0747,-0.0241,-0.0796,0.0843,0.1664,-0.0688,0.0824,0.0762,0.0217,-0.0406,-0.0993,0.1189,0.1237,-0.0697,-0.0706,0.0130,-0.0003,0.0389,0.0224,0.0955,0.0007,0.0508,-0.0904,0.0865,0.0175,-0.0008,-0.0055,-0.0568,0.0221,0.0446,-0.0008,0.0007,0.0002,0.0024,0.0322,-0.0160,0.0108,-0.0057,0.0178,Canyon L.,15-4470-55367,34,34
33,-0.76,1556,40.90,8.8,1.5,1524,55,12.2,2.9,16.3,1.38,0,12,-0.3780,0.1213,0.1609,0.0396,-0.0468,0.0339,-0.1567,0.2412,-0.0808,-0.0856,0.0118,-0.0029,0.0372,-0.0991,-0.0041,-0.0049,-0.0544,0.0156,0.0211,-0.0358,0.0468,-0.0154,0.0002,0.0429,0.0010,-0.0466,0.0054,-0.0122,-0.0019,-0.0165,-0.3075,0.0973,0.1360,-0.0368,-0.0594,0.0564,0.0245,0.0504,-0.1116,-0.0157,0.1616,-0.0240,-0.0651,-0.1498,0.0494,0.0305,0.0769,0.0116,0.0200,0.0495,0.0118,0.0134,-0.0689,0.0296,0.0643,0.0095,0.0439,0.0977,0.0106,-0.0879,0.1390,-0.0087,-0.0665,-0.0935,-0.0734,-0.0540,-0.0358,-0.0318,0.0183,-0.0081,-0.0175,-0.0067,0.0027,0.0008,-0.0045,0.0119,-0.0056,-0.0060,0.0101,0.0028,0.0084,-0.0020,0.0072,-0.0078,-0.0025,Carling L.,15-6217-56090,35,35
34,-1.01,1561,24.40,12.4,2.3,1569,91,4.1,3.9,6.6,1.21,0,14,0.0929,0.0693,0.2507,0.3990,-0.1745,0.0460,-0.3284,-0.0563,-0.0607,0.1149,-0.0460,0.1040,0.1163,-0.0604,0.0044,-0.0098,0.0190,-0.0268,-0.0013,-0.0433,-0.0150,-0.0121,0.0192,0.0283,0.0145,-0.0343,0.0135,-0.0042,-0.0013,0.0031,-0.1869,0.2346,0.2002,0.1400,-0.1906,-0.0115,-0.1870,0.0055,-0.2286,0.0172,-0.0094,0.0740,-0.0708,-0.0169,-0.0019,0.0569,0.0043,0.1367,-0.0083,0.0222,0.0589,-0.0767,-0.0566,-0.0133,0.0282,-0.0584,0.0264,0.0077,-0.0689,0.1217,-0.1157,0.0215,-0.0433,-0.0418,0.0133,-0.0405,-0.0613,-0.0056,-0.0064,0.0170,-0.0412,-0.0336,0.0285,-0.0282,0.0002,-0.0017,-0.0035,-0.0125,-0.0117,0.0253,-0.0197,0.0021,-0.0037,0.0077,0.0027,Cecil L.,15-6164-54885,36,36
35,-0.93,2755,21.90,7.9,2.7,1674,100,11.5,1.0,38.6,6.91,0,14,-0.4019,0.1869,0.0311,-0.0305,-0.1772,-0.1074,-0.2490,-0.0807,0.0781,0.1545,-0.0436,0.0542,-0.0300,0.2349,-0.0559,0.0112,0.0073,0.0747,-0.0116,-0.0175,-0.0428,0.0172,-0.0737,-0.0438,0.0031,0.0272,-0.0200,-0.0330,0.0059,-0.0379,-0.3271,-0.0274,0.0814,0.0792,-0.0420,0.1833,0.1320,-0.1031,-0.1417,-0.0579,-0.0601,0.0115,-0.0782,0.0015,-0.0117,-0.0222,-0.0663,-0.0238,-0.0470,0.0063,0.0526,-0.0239,0.0638,0.0169,0.0834,0.0306,-0.0030,-0.0548,-0.0311,0.0061,-0.0718,0.0042,-0.0297,-0.0035,-0.0210,0.0274,0.1257,-0.0521,0.0984,-0.0358,-0.0753,0.0062,-0.0052,-0.0111,-0.0011,-0.0035,0.0137,0.0131,0.0029,-0.0169,0.0059,0.0056,-0.0034,-0.0134,-0.0039,Clay L.,15-4653-55440,37,37
36,-1.04,2236,34.10,9.2,2.6,1649,83,6.4,3.8,9.7,7.36,0,20,-0.0935,-0.1356,0.1719,0.2009,0.0677,-0.1213,0.1200,0.0886,0.0362,-0.1391,0.0033,-0.0547,0.0189,0.0112,-0.0558,0.0255,0.0651,-0.0128,-0.0262,-0.0628,0.0620,-0.0082,-0.0324,0.0164,-0.0314,-0.0029,0.0433,-0.0485,0.0445,0.0031,-0.1271,0.1033,0.1225,0.0312,-0.0675,-0.0949,0.0277,-0.0149,0.1290,0.2564,-0.2240,0.1607,0.1179,0.0844,0.0589,0.0693,0.1525,0.0474,-0.1044,-0.0075,0.0632,-0.1041,-0.0565,0.0752,0.0064,-0.0326,-0.0195,0.1319,0.1235,0.0702,0.0600,0.0116,-0.1100,-0.1420,-0.0385,0.0220,0.2045,0.0294,-0.0586,0.0721,0.0576,-0.1622,-0.0034,0.0310,0.0457,-0.0129,0.0372,-0.0278,-0.0216,0.0010,0.0164,0.0451,-0.1032,0.0565,0.0275,Cliff L.1,15-4785-55574,38,38
37,-0.84,2114,9.20,2.5,1.3,1488,32,9.0,1.8,14.9,2.08,0,7,-0.4404,0.0887,-0.1666,-0.0196,-0.2082,0.0796,0.0079,0.0510,-0.0333,0.0168,-0.0022,-0.0049,0.0308,-0.0922,0.0311,-0.0164,0.0198,-0.0151,0.0056,0.0115,-0.0011,-0.0087,0.0081,-0.0039,0.0012,-0.0005,-0.0214,-0.0167,-0.0048,-0.0055,-0.3133,0.0123,-0.3328,0.0082,-0.0901,-0.2026,0.0429,-0.0728,0.0596,-0.1994,0.0890,0.0243,-0.0362,-0.0026,0.0683,0.0005,0.0357,-0.0787,0.0788,0.0276,-0.0063,0.0238,-0.0556,0.0612,0.0124,0.0246,0.0224,-0.0079,0.0019,-0.0211,-0.0004,-0.0096,-0.0065,0.0111,0.0062,-0.0085,-0.0149,-0.0082,-0.0172,0.0048,0.0053,0.0006,0.0017,0.0076,-0.0015,0.0026,0.0021,0.0000,0.0056,-0.0070,0.0038,-0.0035,-0.0045,-0.0009,-0.0079,Coli L.,15-4589-56848,39,39
38,-0.94,2606,32.30,8.3,1.5,1506,53,6.8,3.6,6.6,0.39,0,11,0.1263,0.0395,0.1487,0.3914,-0.1305,0.1121,-0.0556,-0.2286,-0.1584,-0.0370,0.0410,-0.0005,-0.0174,0.0541,-0.0519,0.0237,0.0663,0.0056,-0.0231,-0.0675,0.0314,-0.0643,-0.0449,0.0066,0.0016,-0.0040,0.0121,-0.0164,0.0285,0.0011,-0.2167,0.3249,0.0377,0.0848,-0.1541,-0.1810,0.0101,0.1907,-0.1343,0.0342,-0.0997,-0.0442,-0.0300,0.1377,0.0260,0.0828,0.0219,0.1388,-0.1032,-0.0664,0.0725,0.1319,0.0367,0.0179,0.0863,0.0246,0.0372,-0.0477,0.0514,0.0285,-0.0367,-0.0546,0.0223,0.0170,0.0343,-0.0149,-0.0317,0.0220,-0.0100,-0.0204,-0.0161,0.0083,0.0064,-0.0147,-0.0084,-0.0062,0.0092,0.0027,-0.0098,0.0166,-0.0282,-0.0128,-0.0200,0.0095,0.0047,Confederation L.,15-5210-56629,40,40
39,-1.10,1463,42.70,11.6,2.1,1600,40,7.1,3.8,5.2,1.13,0,15,-0.0658,0.0597,0.1913,0.3597,-0.1224,-0.0737,-0.2122,-0.0527,0.0804,0.1114,-0.0670,0.0917,0.1059,-0.1107,-0.0103,0.0297,-0.0102,-0.0230,0.0109,-0.0723,0.1508,-0.0380,0.0154,0.0684,-0.0392,-0.0229,0.0366,-0.0134,0.0577,0.0296,-0.1813,0.2168,-0.0715,0.0559,0.0002,-0.1266,0.0758,0.0515,0.0105,0.2393,0.0481,0.0727,-0.1086,-0.0080,0.0788,0.1147,0.1673,0.0492,0.0074,0.0836,-0.0015,0.0006,-0.0654,0.0539,-0.0140,-0.0051,0.1554,-0.0243,0.2396,0.0128,-0.0557,-0.0319,0.0472,0.0183,-0.0288,0.0671,0.0650,-0.0140,-0.0685,0.1084,-0.0022,-0.1740,0.0100,0.0901,0.0351,-0.0080,0.1004,0.0416,0.0185,-0.0112,0.0400,-0.0193,0.0309,0.0165,0.0061,Confusion L.,15-4187-56135,41,41
40,-0.65,1138,65.80,25.3,2.3,1614,44,5.3,3.0,4.7,0.00,0,15,0.0065,0.2860,0.4230,0.1066,0.1693,0.0172,-0.0828,-0.0405,0.0238,0.0026,-0.0258,0.0851,-0.0325,0.2079,-0.0966,0.0247,-0.1187,0.0917,-0.0409,-0.0753,-0.0414,0.0059,-0.1092,-0.0387,0.0276,0.0339,-0.0158,-0.0373,-0.0074,-0.0195,-0.2704,0.0241,0.2135,0.0481,-0.1762,0.0669,-0.0566,-0.0378,0.0057,0.1153,-0.1280,0.0474,-0.0249,-0.0498,0.0512,0.0169,0.0290,-0.0095,-0.0245,-0.0051,0.0740,0.0404,0.1010,-0.0311,0.1220,0.0051,0.0788,-0.0613,-0.0052,-0.0186,-0.0196,-0.0324,-0.0242,0.0247,0.0078,-0.0611,-0.0286,0.0021,-0.0379,0.0008,-0.0196,-0.0086,0.0160,-0.0115,0.0096,-0.0055,0.0157,0.0121,0.0072,0.0061,-0.0023,-0.0058,-0.0064,0.0035,0.0039,Conifer L.,15-4270-56011,42,42
41,-1.02,1278,81.40,22.8,2.8,1707,37,3.6,5.4,7.1,1.81,0,19,0.1516,-0.2667,0.2640,0.2787,0.0499,-0.0854,0.0059,-0.0379,0.0467,0.0178,-0.0381,0.0110,0.0286,0.0907,-0.0030,-0.0625,-0.0939,-0.0539,-0.1178,-0.1398,-0.0607,0.1440,0.0486,0.0121,0.0100,0.0280,0.0490,-0.0201,-0.0570,-0.0456,-0.2108,0.0233,0.2094,0.0794,-0.1977,0.0533,-0.0737,-0.0011,0.0360,0.1514,-0.1585,0.0552,-0.0288,-0.0440,0.0632,-0.0364,0.1123,-0.0316,-0.0306,0.0574,0.1536,-0.0953,-0.0210,-0.0293,0.0077,-0.0575,-0.0636,-0.0404,0.0770,0.0464,-0.0384,0.0371,0.1398,-0.1120,0.1340,-0.0049,-0.0093,-0.0988,-0.0310,0.0421,-0.0609,0.0268,0.0218,-0.0256,0.0017,0.0112,0.0209,-0.0067,0.0090,0.0051,0.0099,-0.0010,0.0065,0.0213,-0.0017,Delaney L.,15-4250-55493,44,44
42,-1.05,196,23.50,7.5,2.3,1634,27,12.6,1.5,10.8,1.98,0,8,0.1980,0.0081,0.3981,0.3516,-0.0390,-0.1467,0.1187,-0.0885,0.0937,-0.0190,-0.0777,0.0516,0.1079,-0.0309,-0.0186,0.0372,0.1630,-0.0336,0.0121,0.0417,-0.0125,-0.0497,0.0418,0.0174,0.0058,-0.0001,-0.0170,-0.0001,-0.0048,0.0428,-0.1256,0.1564,0.2340,-0.0888,0.0299,-0.1989,0.1517,-0.0036,0.0652,0.1724,0.1305,-0.0900,-0.2391,0.1561,0.0545,-0.1161,-0.1391,0.0315,-0.1254,-0.0825,-0.0340,0.0009,0.0218,-0.0903,0.0344,-0.0437,0.0324,0.0177,0.0061,0.0696,-0.0274,0.0324,-0.0282,0.0166,0.0339,-0.0296,-0.0308,-0.0198,0.0726,0.0243,0.1152,0.0919,-0.2144,0.0140,0.0014,-0.0217,0.0490,0.0004,0.0042,0.0015,0.0062,-0.0293,0.0609,-0.0150,-0.0034,Dowswell L.,15-3786-56088,45,45
43,-0.83,864,13.60,4.1,2.0,1592,64,11.8,2.5,14.2,2.93,0,10,-0.4071,0.1561,-0.0571,0.0122,-0.1246,-0.0266,0.0972,-0.0493,-0.0049,-0.0117,0.0317,-0.0047,0.0057,-0.0149,-0.0196,0.0242,0.1016,-0.0031,0.0305,0.1036,-0.0838,0.0091,0.1351,0.0086,-0.0174,-0.0305,0.0571,0.0332,0.0361,0.0017,-0.3509,0.0797,-0.1669,0.0186,0.1608,-0.0180,0.0553,0.0068,-0.0857,0.1120,0.0475,-0.1007,-0.0279,0.0476,-0.0577,-0.1141,-0.0740,0.0165,0.0693,-0.0497,-0.2040,0.1057,0.0121,-0.0999,-0.1167,-0.0382,-0.0539,0.0331,0.0658,-0.0276,-0.0477,0.0053,-0.0207,0.0118,0.0015,0.0385,0.1279,-0.0742,0.1415,-0.0262,-0.0774,0.0278,0.0042,0.0037,-0.0135,-0.0184,0.0007,-0.0022,0.0258,-0.0123,-0.0035,0.0041,-0.0081,-0.0093,-0.0067,Expanse L.,15-5866-55770,46,46
44,-0.92,130,7.20,4.2,2.7,1679,88,12.3,1.8,24.9,0.00,0,5,-0.1835,-0.3857,-0.2391,0.1084,0.1158,0.0747,0.0054,0.0733,-0.0892,-0.0900,0.0625,-0.1212,0.0069,0.0334,0.0331,-0.0160,0.0122,-0.0180,0.0001,0.0134,-0.0118,-0.0101,0.0174,-0.0077,-0.0023,0.0025,-0.0179,-0.0257,-0.0225,0.0060,-0.0859,-0.1177,-0.5592,-0.2463,-0.1550,0.0615,-0.0738,0.0294,-0.0208,0.0622,0.1204,-0.0369,-0.1107,0.0178,-0.0765,-0.0522,0.0264,-0.0555,0.0462,-0.0515,-0.0058,-0.0114,0.0384,0.0148,-0.0161,-0.0292,-0.0103,0.0064,0.0036,-0.0345,0.0060,-0.0168,-0.0109,0.0008,-0.0017,-0.0149,-0.0183,-0.0052,-0.0041,0.0064,0.0102,0.0155,0.0177,0.0137,-0.0048,0.0058,0.0021,-0.0052,0.0010,-0.0061,0.0116,-0.0008,-0.0061,0.0006,-0.0050,Eye L.,15-4642-55404,47,47
45,-0.47,1148,19.20,4.6,1.3,1465,54,11.3,1.6,8.1,5.31,0,8,-0.4364,0.2785,-0.1056,-0.1025,-0.1352,0.0443,0.1559,0.0107,-0.0336,-0.0751,0.0368,-0.0256,-0.0091,-0.1077,-0.0169,0.0173,0.0189,-0.0175,0.0024,0.0013,0.0463,-0.0169,0.0117,0.0120,0.0142,0.0026,-0.0265,-0.0194,-0.0085,0.0033,-0.4361,0.1007,-0.1733,0.0586,0.1304,-0.0717,0.0444,0.0220,0.0147,-0.0086,0.1334,-0.0367,-0.0767,0.0258,0.0556,0.0493,0.0427,0.0253,-0.0397,-0.0315,0.0110,0.0160,-0.0145,0.0227,0.0072,0.0034,-0.0043,-0.0126,0.0037,-0.0081,0.0083,-0.0209,0.0040,0.0061,0.0116,-0.0007,-0.0109,0.0094,-0.0070,-0.0109,0.0111,0.0081,0.0094,-0.0211,0.0075,0.0024,-0.0072,-0.0066,-0.0047,0.0032,-0.0036,-0.0005,0.0007,-0.0005,0.0019,Fitchie L.,15-6742-56100,48,48
46,-0.80,143,2.80,1.4,2.3,1589,29,17.7,0.8,21.9,0.65,0,5,-0.4157,0.0382,-0.3075,-0.0806,0.0722,0.1930,-0.0962,0.0827,-0.0556,0.0157,0.0387,-0.0076,0.0440,-0.0274,0.0233,-0.0216,0.0289,-0.0155,-0.0006,0.0185,-0.0448,0.0029,0.0024,-0.0167,0.0123,-0.0069,-0.0217,-0.0272,-0.0078,-0.0128,-0.0859,-0.1177,-0.5592,-0.2463,-0.1550,0.0615,-0.0738,0.0294,-0.0208,0.0622,0.1204,-0.0369,-0.1107,0.0178,-0.0765,-0.0522,0.0264,-0.0555,0.0462,-0.0515,-0.0058,-0.0114,0.0384,0.0148,-0.0161,-0.0292,-0.0103,0.0064,0.0036,-0.0345,0.0060,-0.0168,-0.0109,0.0008,-0.0017,-0.0149,-0.0183,-0.0052,-0.0041,0.0064,0.0102,0.0155,0.0177,0.0137,-0.0048,0.0058,0.0021,-0.0052,0.0010,-0.0061,0.0116,-0.0008,-0.0061,0.0006,-0.0050,Gooch L.,15-6046-55042,51,51
47,-0.63,476,10.80,4.1,1.3,1491,67,11.3,2.4,18.4,2.26,1,10,-0.4375,0.1632,-0.2059,-0.0983,-0.0623,0.1191,-0.0656,-0.0064,-0.0605,0.0003,0.0689,-0.0214,-0.0458,0.1019,-0.0611,0.0064,0.0373,0.0250,-0.0339,-0.0559,0.0010,-0.0199,-0.1069,-0.0325,0.0123,0.0207,-0.0364,-0.0391,0.0082,-0.0257,-0.3938,0.0176,-0.0815,0.1725,-0.0126,0.0172,0.0673,-0.0621,-0.2067,0.0129,0.0266,-0.1382,0.0247,0.0183,0.0551,0.0030,0.0286,0.0291,-0.0436,-0.0151,0.0993,-0.0364,0.0458,0.0355,0.0582,0.0109,0.0230,-0.0058,-0.0237,0.0123,-0.0043,-0.0178,-0.0123,-0.0170,-0.0123,-0.0202,-0.0384,0.0210,-0.0465,-0.0018,0.0198,-0.0068,0.0129,-0.0218,0.0096,0.0011,-0.0034,-0.0082,-0.0032,0.0089,0.0020,0.0029,0.0001,-0.0008,0.0139,Grace L.,15-5349-56812,52,52
48,-0.77,2927,10.00,2.1,0.9,1420,58,11.3,2.5,6.6,0.49,0,10,-0.3967,0.1099,-0.2580,-0.0548,0.0944,0.1649,0.0259,0.0503,0.0032,0.0190,0.0691,0.0196,0.0204,-0.0523,-0.0139,-0.0022,0.0318,-0.0260,-0.0252,-0.0066,-0.0342,0.0083,0.0081,-0.0026,0.0065,-0.0042,-0.0084,-0.0218,-0.0031,-0.0178,-0.3505,0.0331,-0.0982,0.1610,0.0550,-0.0882,-0.0801,0.0122,-0.1366,0.0605,-0.0358,-0.0922,-0.1624,-0.1027,0.0870,0.1136,0.1059,0.0065,-0.0363,0.0921,-0.0074,0.0320,0.0339,-0.0174,0.0628,-0.0161,0.0444,-0.0130,-0.0051,-0.0110,-0.0108,-0.0337,-0.0148,0.0071,-0.0118,-0.0591,-0.0035,-0.0010,-0.0229,0.0040,0.0141,0.0098,0.0027,-0.0270,0.0202,-0.0051,0.0013,0.0024,-0.0056,0.0057,-0.0087,-0.0075,-0.0007,-0.0003,0.0071,Greenbush L.,15-7043-56488,53,53
49,-0.89,515,14.00,1.6,1.3,1494,22,18.0,0.7,11.5,2.50,0,7,-0.3272,-0.0707,-0.2477,0.0879,-0.0756,0.1411,0.0469,0.0562,0.0178,0.0452,0.0221,0.0116,0.0134,-0.0590,0.0074,-0.0001,0.0056,-0.0104,-0.0091,0.0077,-0.0078,-0.0232,0.0063,-0.0066,-0.0138,-0.0022,-0.0089,-0.0178,0.0036,-0.0039,-0.3133,0.0123,-0.3328,0.0082,-0.0901,-0.2026,0.0429,-0.0728,0.0596,-0.1994,0.0890,0.0243,-0.0362,-0.0026,0.0683,0.0005,0.0357,-0.0787,0.0788,0.0276,-0.0063,0.0238,-0.0556,0.0612,0.0124,0.0246,0.0224,-0.0079,0.0019,-0.0211,-0.0004,-0.0096,-0.0065,0.0111,0.0062,-0.0085,-0.0149,-0.0082,-0.0172,0.0048,0.0053,0.0006,0.0017,0.0076,-0.0015,0.0026,0.0021,0.0000,0.0056,-0.0070,0.0038,-0.0035,-0.0045,-0.0009,-0.0079,Hailstone L.,15-5606-56722,54,54
